"","station","station_id","daily_entries","daily_exits"
"142","82 ST-JACKSON H","709",732.84422411542,1109.22248241599
"143","86 ST","121",1234.21222569619,1246.25517563371
"144","86 ST","626",3384.14334851155,3295.62910301606
"145","86 ST","A20",619.667997180368,290.674319323288
"146","86 ST","N10",118.204976209358,50.8626283152701
"147","86 ST","R44",509.06395203689,458.882088730285
"148","9 AVE","B12",244.324915741475,389.924365582871
"149","9 ST","R33",366.675868652157,321.592630775105
"150","90 ST-ELMHURST","708",573.098549500588,504.249209263611
"151","96 ST","120",2278.19323571063,2411.39788917262
"152","96 ST","625",1737.31537953087,320.686079913526
"153","96 ST","A19",555.766469145593,434.812536346815
"154","ALABAMA AVE","J24",138.464125143184,130.790105956472
"155","ALLERTON AVE","210",260.779110925307,156.090479526349
"156","AQUEDUCT TRACK","H01",106.718415794214,11.4723160343728
"157","AQUEDUCT-N CNDT","H02",38.4851996890374,161.465553038579
"158","ASTOR PLACE","636",1070.22403526018,1284.08739906294
"159","ATLANTIC AVE","L24",80.2369606720122,31.9145982024848
"160","AVE H","D32",125.087271272065,141.910759391429
"161","AVE I","F31",92.3037883410166,93.8094796092079
"162","AVE J","D33",269.021798193171,179.81344899104
"163","AVE M","D34",299.064917613887,104.421976238729
"164","AVE N","F33",150.921705798608,153.993135903462
"165","AVE P","F34",89.2824579702653,99.6370506264461
"166","AVE U","D37",308.727093246101,187.810311481188
"167","AVE U","F36",99.7323021181717,54.798146599777
"168","AVE U","N09",165.917932196669,227.305578134637
"169","AVE X","F38",108.145408587936,113.013283392088
"170","BARCLAYS CENTER","235",2153.55146194966,2429.54736393809
"171","BAY 50 ST","B23",125.302603753635,42.5791369283637
"172","BAY PARKWAY","B21",302.337063643856,523.261140525467
"173","BAY PKY-22 AVE","N07",311.451910961318,461.438533681382
"174","BAY RIDGE AVE","R42",298.804068549228,251.560821193516
"175","BAY RIDGE-95 ST","R45",199.415568185156,254.924712896878
"176","BAYCHESTER AVE","502",178.877609445571,26.6200433870337
"177","BEACH 105 ST","H14",13.4095080561089,21.5697319331091
"178","BEACH 25 ST","H10",60.2630891403055,123.785127959773
"179","BEACH 36 ST","H09",28.1937458024145,63.0510921912625
"180","BEACH 44 ST","H08",20.922295253384,43.1412299812713
"181","BEACH 60 ST","H07",80.7982983056771,164.74026706199
"182","BEACH 67 ST","H06",76.0036944212383,158.135456970313
"183","BEACH 90 ST","H12",35.9559385331444,61.1805729219945
"184","BEACH 98 ST","H13",29.116560052196,36.2091580446844
"185","BEDFORD AVE","L08",1168.04400891205,1692.33905630452
"186","BEDFORD PARK BL","405",309.197804054054,243.125263170779
"187","BEDFORD PARK BL","D03",284.856925165478,304.735819070468
"188","BEDFORD/NOSTRAN","G33",298.42026659812,298.859425186056
"189","BEEBE-39 AVE","R08",183.939289003505,145.845975044252
"190","BERGEN ST","236",149.968904230317,200.819960585586
"191","BERGEN ST","F20",640.964592937419,479.132183856097
"192","BEVERLEY ROAD","D29",87.1108115252445,175.67491996358
"193","BEVERLY ROAD","245",141.599079514297,57.0451882589111
"194","BLEECKER ST","637",879.560100861731,338.817106100666
"195","BOROUGH HALL/CT","232",2242.42019854906,1153.46568346697
"196","BOROUGH HALL/CT","R28",0,0
"197","BOTANIC GARDEN","S04",117.761150762182,124.740719446647
"198","BOWERY","M19",199.182385379035,139.556529943901
"199","BOWLING GREEN","420",2118.42336834117,1073.61673276537
"200","BOYD-88 ST","A60",84.417226807402,79.7645802518299
"201","BRIGHTON BEACH","D40",595.922789085676,508.446158251828
"202","BROAD CHANNEL","H04",9.23545004594137,5.45893595486261
"203","BROAD ST","M23",614.207929112697,81.6228704070843
"204","BROADWAY","G30",218.410117056856,194.673878205128
"205","BROADWAY-31 ST","R05",463.717779328241,704.691702164121
"206","BROADWAY-ENY","A51",404.603395061728,540.109788359788
"207","BROADWAY/LAFAY","D21",1986.05478650023,1993.00267911514
"208","BRONX PARK EAST","212",123.618819266837,73.6156400966183
"209","BROOK AVE","618",317.00315164663,321.130412938022
"210","BROOKLYN BRIDGE","640",1504.54226929397,691.883334818247
"211","BURKE AVE","209",139.351411420879,90.7509137526556
"212","BURNSIDE AVE","409",528.347274374785,396.00793211244
"213","BUSHWICK AVE","L21",70.4232582900109,86.3343341557259
"214","CANAL ST","135",534.787769667661,348.933089276568
"215","CANAL ST","639",3558.40299310512,1948.27776235792
"216","CANAL ST","A34",1442.51561371046,587.181280289012
"217","CARROLL ST","F21",509.221283783784,306.494692518606
"218","CASTLE HILL AVE","607",264.749384318275,465.362851286895
"219","CATHEDRL-110 ST","A17",403.471464996916,287.619169089788
"220","CENTRAL AVE","M10",154.775939413849,231.647437608377
"221","CHAMBERS ST","137",1685.94365942029,775.641032608696
"222","CHAMBERS ST","A36",2660.23154242665,694.48587907892
"223","CHAMBERS ST","M21",716.530261273238,326.922447855152
"224","CHAUNCEY ST","J28",147.375533086616,95.1790339457221
"225","CHRISTOPHER ST","133",767.503412651782,686.333049353702
"226","CHURCH AVE","244",438.468908938202,164.688761713218
"227","CHURCH AVE","D28",629.428063412342,1195.87352997327
"228","CHURCH AVE","F27",358.909887877007,449.525059978457
"229","CITY HALL","R24",427.060644109613,122.027332070373
"230","CLARK ST","231",282.216166166166,223.659037162162
"231","CLASSON AVE","G34",190.964945652174,305.798777173913
"232","CLEVELAND ST","J22",142.834374173936,245.246757423562
"233","CLINTON-WASH AV","A44",262.137101877788,252.881193588547
"234","CLINTON-WASH AV","G35",298.278210589352,51.6485607053542
"235","CORTELYOU ROAD","D30",196.880106911035,123.921201574294
"236","CORTLANDT ST","R25",703.132934069081,339.927561899727
"237","COURT SQ-23 ST","719",1380.12465941542,463.596815022305
"238","CRESCENT ST","J20",195.604964446634,383.978681475721
"239","CROWN HTS-UTICA","250",954.66910619859,1402.42116627497
"240","CYPRESS AVE","617",216.650520247549,128.800753306901
"241","CYPRESS HILLS","J19",47.0946639938908,56.5534415660704
"242","DEKALB AVE","L16",430.66846124475,249.53018327606
"243","DEKALB AVE","R30",990.891079325902,413.495966505983
"244","DELANCEY ST","F15",922.664556442637,838.406503754073
"245","DITMARS BL-31 S","R01",547.129511848805,1081.58413508617
"246","DITMAS AVE","F29",198.249280258519,211.29771403929
"247","DYCKMAN ST","109",307.024767430474,211.060837739914
"248","DYCKMAN-200 ST","A03",304.044357432373,10.4525751167504
"249","DYRE AVE","501",183.925122313168,318.400909290172
"250","E 143 ST","616",57.1697881828317,54.1297344376149
"251","E 149 ST","615",210.086347133086,247.527373904004
"252","E 177 ST-PARKCH","608",616.251342877158,1236.46036017204
"253","E 180 ST","213",322.768554592963,419.239181082132
"254","E TREMONT AVE","214",424.407155797101,366.322185061315
"255","EAST 105 ST","L28",168.716061437131,231.718544034717
"256","EAST BROADWAY","F16",747.427381961259,389.394478410008
"257","EASTERN PKWY","238",217.464583270782,305.764902282372
"258","ELDER AVE","611",267.610025347254,413.281373534906
"259","ELDERTS LANE","J17",128.939254609332,164.760287778811
"260","ELMHURST AVE","G13",444.278539076449,226.391679634817
"261","ESSEX ST","M18",527.98796302356,335.006903813991
"262","EUCLID AVE","A55",341.31582428293,150.282994523345
"263","FAR ROCKAWAY","H11",204.068679460088,289.111883876358
"264","FLATBUSH AVE","247",891.141783422218,879.969692518605
"265","FLUSHING AVE","G31",172.886588553436,154.452776522342
"266","FLUSHING AVE","M12",619.623682152613,187.627366397921
"267","FORDHAM ROAD","407",580.145021788092,148.690186790051
"268","FORDHAM ROAD","D05",558.587910544335,345.184056137075
"269","FOREST AVE","M05",144.279384196846,213.566940369196
"270","FOREST HILLS-71","G08",1338.59936085751,942.401239680316
"271","FOREST PARKWAY","J16",109.677746203777,150.755891121097
"272","FRANKLIN AVE","239",496.538623678026,558.365587054446
"273","FRANKLIN AVE","A45",352.052146436247,407.861062155031
"274","FRANKLIN ST","136",440.155394676641,192.779117030011
"275","FREEMAN ST","216",226.29217398837,241.552257148453
"276","FRESH POND ROAD","M04",196.035594545775,460.871037095779
"277","FT HAMILTON PKY","B13",222.892731441724,174.631953061761
"278","FT HAMILTON PKY","F26",240.097713286028,129.803840692699
"279","FT HAMILTON PKY","N03",296.810664485858,250.0193117235
"280","FULTON ST","229",4736.68481804564,2466.53358225394
"281","FULTON ST","G36",323.097235177346,241.74962928416
"282","GATES AVE","J30",315.832182901577,181.916308705613
"283","GRAHAM AVE","L11",407.063239051899,423.359843011132
"284","GRAND ARMY PLAZ","237",322.614052269483,234.413947810515
"285","GRAND AV-NEWTON","G12",600.547798417613,483.095176667158
"286","GRAND ST","D22",1512.60896497628,805.175056734022
"287","GRAND ST","L12",393.918355508562,359.170618556701
"288","GRAND-30 AVE","R04",509.737378819036,822.184920926361
"289","GRANT AVE","A57",206.578241623679,377.745276613403
"290","GREENPOINT AVE","G26",414.218863843352,377.529365277162
"291","GUN HILL ROAD","208",512.908193791618,493.068015569918
"292","GUN HILL ROAD","503",512.908193791618,493.068015569918
"293","HALSEY ST","J29",278.162639217176,186.228309709508
"294","HALSEY ST","L19",267.045219843158,296.970283725438
"295","HEWES ST","M14",167.10323321438,96.7670912635475
"296","HIGH ST","A40",454.346476194672,485.558671835991
"297","HOUSTON ST","134",1268.28687121486,557.692853242038
"298","HOYT ST","233",515.925722189581,288.000915589503
"299","HOYT ST-ASTORIA","R03",393.003247405014,600.780849735605
"300","HOYT/SCHERMER","A42",642.058634194419,415.386713379309
"301","HUDSON-80 ST","A59",160.346968382495,263.008603417375
"302","HUNTERS PT AVE","720",336.823531704782,319.321919348278
"303","HUNTS POINT AVE","613",483.220670497105,494.447428157981
"304","INTERVALE-163","218",191.448618894815,200.180507095724
"305","INWOOD-207 ST","A02",408.886260904044,328.366553220548
"306","JACKSON AVE","220",279.895860262436,76.6481972566212
"307","JAMAICA CENTER","G05",259.664414414414,363.965315315315
"308","JAMAICA-179 ST","F01",589.397032630457,649.421844217406
"309","JAMAICA-VAN WYC","G07",250.344770292868,348.273778021332
"310","JAY ST-METROTEC","A41",2900.7065020413,971.797578347578
"311","JEFFERSON ST","L15",316.457280457021,115.019533014481
"312","JFK HOWARD BCH","H03",248.395626495228,198.843961565893
"313","JFK JAMAICA CT1","G05",1615.78270111904,1748.58034408318
"314","JUNCTION BLVD","707",671.262982275754,1225.47536843909
"315","JUNIUS ST","254",108.498067224834,61.6934807089698
"316","KINGS HIGHWAY","D35",736.506997679678,1146.33083237877
"317","KINGS HIGHWAY","F35",172.074606985748,254.32815164663
"318","KINGS HIGHWAY","N08",206.262842932111,265.774972875426
"319","KINGSBRIDGE RD","406",504.043854891681,356.712906949592
"320","KINGSBRIDGE RD","D04",309.576222652429,399.790378903098
"321","KINGSTON AVE","249",220.224242312965,260.482040736389
"322","KINGSTON-THROOP","A47",260.186263316243,287.897216215921
"323","KNICKERBOCKER","M09",196.021446823509,283.402105912415
"324","KOSCIUSZKO ST","J31",236.364905498282,127.182783174729
"325","LAFAYETTE AVE","A43",302.411059879042,148.940371985876
"326","LEXINGTON AVE","B08",946.509941402755,561.701237922705
"327","LEXINGTON AVE","R11",0,0
"328","LEXINGTON-53 ST","F11",3348.20324504071,1475.09829898821
"329","LIBERTY AVE","A52",136.204500997789,85.6263906236541
"330","LIVONIA AVE","L26",151.576724270861,158.782724799542
"331","LONGWOOD AVE","614",180.199678922233,168.230446646479
"332","LORIMER ST","L10",284.424162736371,117.987271378593
"333","LORIMER ST","M13",263.653276169707,152.364266675478
"334","MAIN ST","701",2406.18919653349,3173.36507907364
"335","MARBLE HILL-225","106",258.608809413593,89.6782549031979
"336","MARCY AVE","M16",750.329489933034,610.572989360296
"337","METROPOLITAN AV","G29",455.70238720751,345.838618291999
"338","METROPOLITAN AV","M01",185.001588926676,237.617577556992
"339","METS-WILLETS PT","702",194.256213466811,344.410844330953
"340","MIDDLETOWN ROAD","603",114.475839011519,239.722670825371
"341","MONTROSE AVE","L13",318.763662730931,253.16309366464
"342","MORGAN AVE","L14",344.998366802692,150.495932965827
"343","MORRIS PARK","505",75.2879276001225,169.952997879572
"344","MORRISON AVE","610",217.630163043478,355.283061594203
"345","MOSHOLU PARKWAY","402",505.692789972847,166.759118962987
"346","MT EDEN AVE","411",236.346251426169,242.540400628515
"347","MYRTLE AVE","L17",727.707174640938,845.823488853644
"348","MYRTLE AVE","M11",533.974026896643,461.163456031368
"349","MYRTLE-WILLOUGH","G32",266.411539026485,194.121575107716
"350","NASSAU AV","G28",374.724094202899,299.548369565217
"351","NECK ROAD","D38",113.585017035275,86.3723257555732
"352","NEPTUNE AVE","F39",85.4331800445931,35.9985367892977
"353","NEREID AVE","204",161.459357479026,102.732500511561
"354","NEVINS ST","234",699.736322463768,500.945944721896
"355","NEW LOTS AVE","257",249.351585067456,277.050310072042
"356","NEW LOTS AVE","L27",217.125148691515,320.031068816636
"357","NEW UTRECHT AVE","B16",281.038036390871,332.213730284607
"358","NEW UTRECHT AVE","N04",0,0
"359","NEWKIRK AVE","246",307.592688277743,372.438037263852
"360","NEWKIRK PLAZA","D31",464.539404959282,744.477717164792
"361","NORTHERN BLVD","G16",352.742056530214,409.894110275689
"362","NORWOOD AVE","J21",148.880175491275,258.748310979882
"363","NORWOOD-205 ST","D01",343.523463216446,428.039891975309
"364","NOSTRAND AVE","248",197.130722360814,260.409921695573
"365","NOSTRAND AVE","A46",762.158166521969,749.61973575005
"366","OCEAN PARKWAY","D41",133.92441339718,105.593198887169
"367","PARK PLACE","228",286.427832452017,99.8289671464943
"368","PARK PLACE","S03",99.7015942767294,135.762176749673
"369","PARKSIDE AVE","D27",228.26449742268,262.67325865715
"370","PARSONS BLVD","F03",262.907844937329,374.202909567176
"371","PELHAM BAY PARK","601",255.582659718469,251.067754621289
"372","PELHAM PARKWAY","211",640.935163570761,406.729311292898
"373","PELHAM PARKWAY","504",640.935163570761,406.729311292898
"374","PENNSYLVANIA AV","255",248.371331521739,85.041259057971
"375","PRESIDENT ST","241",178.393070652174,278.807065217391
"376","PRINCE ST-B'WAY","R22",1180.91205759685,851.129473228185
"377","PROSPECT AVE","219",416.828726950194,142.060360548676
"378","PROSPECT AVE","R34",239.628106734808,299.410281375745
"379","PROSPECT PARK","D26",375.409113872,601.811076599994
"380","QUEENS PLAZA","G21",813.366433623232,448.172739139515
"381","QUEENSBORO PLZ","718",688.07599708955,152.375678898491
"382","RALPH AVE","A49",262.73581791016,175.417059386358
"383","RECTOR ST","139",671.063216470658,334.905697859745
"384","RECTOR ST","R26",389.342184333421,81.7745212500367
"385","ROCKAWAY AVE","253",220.419746693122,339.946503968254
"386","ROCKAWAY AVE","A50",237.05488391563,212.344641072053
"387","ROCKAWAY BLVD","A61",268.99137226078,110.088695876086
"388","ROCKAWAY PK 116","H15",34.5592419885183,58.3812588808203
"389","ROCKAWAY PKY","L29",575.769612410785,238.68528559785
"390","ROOSEVELT AVE","710",2113.5489634847,2765.74784726823
"391","ROOSEVELT AVE","G14",0,0
"392","ROOSEVELT IS","B06",249.46386224273,340.468747090847
"393","SARATOGA AVE","252",223.381612318841,195.689049647474
"394","SENECA AVE","M06",101.39253072958,200.024319873998
"395","SHEEPSHEAD BAY","D39",608.799582011631,946.875878932065
"396","SHEPHERD AVE","A54",132.771112655214,119.154368337153
"397","SIMPSON ST","217",536.231368324847,111.608964943204
"398","SMITH-9 ST","F22",254.583786231884,275.35606884058
"399","SOUTH FERRY","140",854.290034537045,886.521185859773
"400","SPRING ST","638",788.69758494908,697.585843860164
"401","SPRING ST","A33",941.385487708168,125.653444503187
"402","ST LAWRENCE AVE","609",133.507693088224,246.16341643898
"403","STEINWAY ST","G19",712.700155617803,698.012257495591
"404","STERLING ST","242",214.847345035253,261.369726792009
"405","STILLWELL AVE","D43",738.686414551943,855.904539496872
"406","SUTPHIN BLVD","F04",223.184597118021,187.911555974871
"407","SUTPHIN BLVD","G06",1009.60347018214,1171.20996009597
"408","SUTTER AVE","251",292.611657559199,287.451963951657
"409","SUTTER AVE","L25",213.615519353694,213.681969651523
"410","THIRTY THIRD ST","R27",993.049365942029,314.591485507246
"411","TREMONT AVE","D07",374.206086798192,374.803848340581
"412","UNION ST","R32",282.402152171998,351.402165389021
"413","UNION TPK-KEW G","F06",1132.57182971015,1763.61563846455
"414","UTICA AVE","A48",729.828029832416,798.308037410121
"415","VAN ALSTON-21ST","G24",103.016769486878,72.8987482674983
"416","VAN SICLEN AVE","256",110.582531746032,53.3951865079365
"417","VAN SICLEN AVE","A53",130.69940436026,200.270471138673
"418","VAN SICLEN AVE","J23",120.459889637854,210.800438915323
"419","VAN WYCK BLVD","F05",155.101767046804,154.065336431852
"420","VERNON/JACKSON","721",538.691219888367,695.104432285546
"421","W 4 ST-WASH SQ","A32",2702.93880392578,2701.05925176664
"422","W 8 ST-AQUARIUM","D42",94.4316444914383,77.4052765295033
"423","WAKEFIELD-241","201",238.256263097697,333.283865731857
"424","WALL ST","230",1999.89532535253,640.621971699961
"425","WALL ST","419",1668.24603383676,790.869711488038
"426","WASHINGTON-36 A","R06",310.931672297297,371.241010575793
"427","WESTCHESTER SQ","604",346.215487618766,342.086592176193
"428","WHITEHALL ST","R27",1313.02473786237,987.762827121332
"429","WHITLOCK AVE","612",66.2466892386016,94.8791239863744
"430","WILSON AVE","L20",166.857058624842,257.076457543983
"431","WINTHROP ST","243",434.407753386175,98.3020593595314
"432","WOODHAVEN BLVD","G11",1126.19066607937,990.916359408136
"433","WOODHAVEN BLVD","J15",175.336001703527,155.347742091814
"434","WOODLAWN ROAD","401",293.331924451626,151.243566392479
"435","WORLD TRADE CTR","E01",917.92253722795,307.522212676594
"436","YORK ST","F18",676.718575996565,387.026737209618
