sto, "stop_name"
A10, "163 St - Amsterdam Av"
A11, "155 St"
A11, "155 St"
A11, "155 St"
A12, "145 St"
A12, "145 St"
A12, "145 St"
A14, "135 St"
A14, "135 St"
A14, "135 St"
A15, "125 St"
A15, "125 St"
A15, "125 St"
A16, "116 St"
A16, "116 St"
A16, "116 St"
A17, "Cathedral Pkwy (110 St)"
A17, "Cathedral Pkwy (110 St)"
A17, "Cathedral Pkwy (110 St)"
A18, "103 St"
A18, "103 St"
A18, "103 St"
A19, "96 St"
A19, "96 St"
A19, "96 St"
A20, "86 St"
A20, "86 St"
A20, "86 St"
A21, "81 St - Museum of Natural History"
A21, "81 St - Museum of Natural History"
A21, "81 St - Museum of Natural History"
A22, "72 St"
A22, "72 St"
A22, "72 St"
A24, "59 St - Columbus Circle"
A24, "59 St - Columbus Circle"
A24, "59 St - Columbus Circle"
A25, "50 St"
A25, "50 St"
A25, "50 St"
A27, "42 St - Port Authority Bus Terminal"
A27, "42 St - Port Authority Bus Terminal"
A27, "42 St - Port Authority Bus Terminal"
A28, "34 St - Penn Station"
A28, "34 St - Penn Station"
A28, "34 St - Penn Station"
A30, "23 St"
A30, "23 St"
A30, "23 St"
A31, "14 St"
A31, "14 St"
A31, "14 St"
A32, "W 4 St"
A32, "W 4 St"
A32, "W 4 St"
A33, "Spring St"
A33, "Spring St"
A33, "Spring St"
A34, "Canal St"
A34, "Canal St"
A34, "Canal St"
A36, "Chambers St"
A36, "Chambers St"
A36, "Chambers St"
A38, "Fulton St"
A38, "Fulton St"
A38, "Fulton St"
A40, "High St"
A40, "High St"
A40, "High St"
A41, "Jay St - MetroTech"
A41, "Jay St - MetroTech"
A41, "Jay St - MetroTech"
A42, "Hoyt - Schermerhorn Sts"
A42, "Hoyt - Schermerhorn Sts"
A42, "Hoyt - Schermerhorn Sts"
A43, "Lafayette Av"
A43, "Lafayette Av"
A43, "Lafayette Av"
A44, "Clinton - Washington Avs"
A44, "Clinton - Washington Avs"
A44, "Clinton - Washington Avs"
A45, "Franklin Av"
A45, "Franklin Av"
A45, "Franklin Av"
A46, "Nostrand Av"
A46, "Nostrand Av"
A46, "Nostrand Av"
A47, "Kingston - Throop Avs"
A47, "Kingston - Throop Avs"
A47, "Kingston - Throop Avs"
A48, "Utica Av"
A48, "Utica Av"
A48, "Utica Av"
A49, "Ralph Av"
A49, "Ralph Av"
A49, "Ralph Av"
A50, "Rockaway Av"
A50, "Rockaway Av"
A50, "Rockaway Av"
A51, "Broadway Jct"
A51, "Broadway Jct"
A51, "Broadway Jct"
A52, "Liberty Av"
A52, "Liberty Av"
A52, "Liberty Av"
A53, "Van Siclen Av"
A53, "Van Siclen Av"
A53, "Van Siclen Av"
A54, "Shepherd Av"
A54, "Shepherd Av"
A54, "Shepherd Av"
A55, "Euclid Av"
A55, "Euclid Av"
A55, "Euclid Av"
A57, "Grant Av"
A57, "Grant Av"
A57, "Grant Av"
A59, "80 St"
A59, "80 St"
A59, "80 St"
A60, "88 St"
A60, "88 St"
A60, "88 St"
A61, "Rockaway Blvd"
A61, "Rockaway Blvd"
A61, "Rockaway Blvd"
A63, "104 St"
A63, "104 St"
A63, "104 St"
A64, "111 St"
A64, "111 St"
A64, "111 St"
A65, "Ozone Park - Lefferts Blvd"
A65, "Ozone Park - Lefferts Blvd"
A65, "Ozone Park - Lefferts Blvd"
B04, "21 St - Queensbridge"
B04, "21 St - Queensbridge"
B04, "21 St - Queensbridge"
B06, "Roosevelt Island"
B06, "Roosevelt Island"
B06, "Roosevelt Island"
B08, "Lexington Av/63 St"
B08, "Lexington Av/63 St"
B08, "Lexington Av/63 St"
B10, "57 St"
B10, "57 St"
B10, "57 St"
B12, "9 Av"
B12, "9 Av"
B12, "9 Av"
B13, "Fort Hamilton Pkwy"
B13, "Fort Hamilton Pkwy"
B13, "Fort Hamilton Pkwy"
B14, "50 St"
B14, "50 St"
B14, "50 St"
B15, "55 St"
B15, "55 St"
B15, "55 St"
B16, "62 St"
B16, "62 St"
B16, "62 St"
B17, "71 St"
B17, "71 St"
B17, "71 St"
B18, "79 St"
B18, "79 St"
B18, "79 St"
B19, "18 Av"
B19, "18 Av"
B19, "18 Av"
B20, "20 Av"
B20, "20 Av"
B20, "20 Av"
B21, "Bay Pkwy"
B21, "Bay Pkwy"
B21, "Bay Pkwy"
B22, "25 Av"
B22, "25 Av"
B22, "25 Av"
B23, "Bay 50 St"
B23, "Bay 50 St"
B23, "Bay 50 St"
D01, "Norwood - 205 St"
D01, "Norwood - 205 St"
D01, "Norwood - 205 St"
D03, "Bedford Park Blvd"
D03, "Bedford Park Blvd"
D03, "Bedford Park Blvd"
D04, "Kingsbridge Rd"
D04, "Kingsbridge Rd"
D04, "Kingsbridge Rd"
D05, "Fordham Rd"
D05, "Fordham Rd"
D05, "Fordham Rd"
D06, "182-183 Sts"
D06, "182-183 Sts"
D06, "182-183 Sts"
D07, "Tremont Av"
D07, "Tremont Av"
D07, "Tremont Av"
D08, "174-175 Sts"
D08, "174-175 Sts"
D08, "174-175 Sts"
D09, "170 St"
D09, "170 St"
D09, "170 St"
D10, "167 St"
D10, "167 St"
D10, "167 St"
D11, "161 St - Yankee Stadium"
D11, "161 St - Yankee Stadium"
D11, "161 St - Yankee Stadium"
D12, "155 St"
D12, "155 St"
D12, "155 St"
D13, "145 St"
D13, "145 St"
D13, "145 St"
D14, "7 Av"
D14, "7 Av"
D14, "7 Av"
D15, "47-50 Sts - Rockefeller Ctr"
D15, "47-50 Sts - Rockefeller Ctr"
D15, "47-50 Sts - Rockefeller Ctr"
D16, "42 St - Bryant Pk"
D16, "42 St - Bryant Pk"
D16, "42 St - Bryant Pk"
D17, "34 St - Herald Sq"
D17, "34 St - Herald Sq"
D17, "34 St - Herald Sq"
D18, "23 St"
D18, "23 St"
D18, "23 St"
D19, "14 St"
D19, "14 St"
D19, "14 St"
D20, "W 4 St"
D20, "W 4 St"
D20, "W 4 St"
D21, "Broadway-Lafayette St"
D21, "Broadway-Lafayette St"
D21, "Broadway-Lafayette St"
D22, "Grand St"
D22, "Grand St"
D22, "Grand St"
D24, "Atlantic Av - Barclays Ctr"
D24, "Atlantic Av - Barclays Ctr"
D24, "Atlantic Av - Barclays Ctr"
D25, "7 Av"
D25, "7 Av"
D25, "7 Av"
D26, "Prospect Park"
D26, "Prospect Park"
D26, "Prospect Park"
D27, "Parkside Av"
D27, "Parkside Av"
D27, "Parkside Av"
D28, "Church Av"
D28, "Church Av"
D28, "Church Av"
D29, "Beverley Rd"
D29, "Beverley Rd"
D29, "Beverley Rd"
D30, "Cortelyou Rd"
D30, "Cortelyou Rd"
D30, "Cortelyou Rd"
D31, "Newkirk Plaza"
D31, "Newkirk Plaza"
D31, "Newkirk Plaza"
D32, "Avenue H"
D32, "Avenue H"
D32, "Avenue H"
D33, "Avenue J"
D33, "Avenue J"
D33, "Avenue J"
D34, "Avenue M"
D34, "Avenue M"
D34, "Avenue M"
D35, "Kings Hwy"
D35, "Kings Hwy"
D35, "Kings Hwy"
D37, "Avenue U"
D37, "Avenue U"
D37, "Avenue U"
D38, "Neck Rd"
D38, "Neck Rd"
D38, "Neck Rd"
D39, "Sheepshead Bay"
D39, "Sheepshead Bay"
D39, "Sheepshead Bay"
D40, "Brighton Beach"
D40, "Brighton Beach"
D40, "Brighton Beach"
D41, "Ocean Pkwy"
D41, "Ocean Pkwy"
D41, "Ocean Pkwy"
D42, "W 8 St - NY Aquarium"
D42, "W 8 St - NY Aquarium"
D42, "W 8 St - NY Aquarium"
D43, "Coney Island - Stillwell Av"
D43, "Coney Island - Stillwell Av"
D43, "Coney Island - Stillwell Av"
E01, "World Trade Center"
E01, "World Trade Center"
E01, "World Trade Center"
F01, "Jamaica - 179 St"
F01, "Jamaica - 179 St"
F01, "Jamaica - 179 St"
F02, "169 St"
F02, "169 St"
F02, "169 St"
F03, "Parsons Blvd"
F03, "Parsons Blvd"
F03, "Parsons Blvd"
F04, "Sutphin Blvd"
F04, "Sutphin Blvd"
F04, "Sutphin Blvd"
F05, "Briarwood - Van Wyck Blvd"
F05, "Briarwood - Van Wyck Blvd"
F05, "Briarwood - Van Wyck Blvd"
F06, "Kew Gardens - Union Tpke"
F06, "Kew Gardens - Union Tpke"
F06, "Kew Gardens - Union Tpke"
F07, "75 Av"
F07, "75 Av"
F07, "75 Av"
F09, "Court Sq"
F09, "Court Sq"
F09, "Court Sq"
F11, "Lexington Av/53 St"
F11, "Lexington Av/53 St"
F11, "Lexington Av/53 St"
F12, "5 Av/53 St"
F12, "5 Av/53 St"
F12, "5 Av/53 St"
F14, "2 Av"
F14, "2 Av"
F14, "2 Av"
F15, "Delancey St"
F15, "Delancey St"
F15, "Delancey St"
F16, "East Broadway"
F16, "East Broadway"
F16, "East Broadway"
F18, "York St"
F18, "York St"
F18, "York St"
F20, "Bergen St"
F20, "Bergen St"
F20, "Bergen St"
F21, "Carroll St"
F21, "Carroll St"
F21, "Carroll St"
F22, "Smith - 9 Sts"
F22, "Smith - 9 Sts"
F22, "Smith - 9 Sts"
F23, "4 Av"
F23, "4 Av"
F23, "4 Av"
F24, "7 Av"
F24, "7 Av"
F24, "7 Av"
F25, "15 St - Prospect Park"
F25, "15 St - Prospect Park"
F25, "15 St - Prospect Park"
F26, "Fort Hamilton Pkwy"
F26, "Fort Hamilton Pkwy"
F26, "Fort Hamilton Pkwy"
F27, "Church Av"
F27, "Church Av"
F27, "Church Av"
F29, "Ditmas Av"
F29, "Ditmas Av"
F29, "Ditmas Av"
F30, "18 Av"
F30, "18 Av"
F30, "18 Av"
F31, "Avenue I"
F31, "Avenue I"
F31, "Avenue I"
F32, "Bay Pkwy"
F32, "Bay Pkwy"
F32, "Bay Pkwy"
F33, "Avenue N"
F33, "Avenue N"
F33, "Avenue N"
F34, "Avenue P"
F34, "Avenue P"
F34, "Avenue P"
F35, "Kings Hwy"
F35, "Kings Hwy"
F35, "Kings Hwy"
F36, "Avenue U"
F36, "Avenue U"
F36, "Avenue U"
F38, "Avenue X"
F38, "Avenue X"
F38, "Avenue X"
F39, "Neptune Av"
F39, "Neptune Av"
F39, "Neptune Av"
G05, "Jamaica Center - Parsons/Archer"
G05, "Jamaica Center - Parsons/Archer"
G05, "Jamaica Center - Parsons/Archer"
G06, "Sutphin Blvd - Archer Av - JFK Airport"
G06, "Sutphin Blvd - Archer Av - JFK Airport"
G06, "Sutphin Blvd - Archer Av - JFK Airport"
G07, "Jamaica - Van Wyck"
G07, "Jamaica - Van Wyck"
G07, "Jamaica - Van Wyck"
G08, "Forest Hills - 71 Av"
G08, "Forest Hills - 71 Av"
G08, "Forest Hills - 71 Av"
G09, "67 Av"
G09, "67 Av"
G09, "67 Av"
G10, "63 Dr - Rego Park"
G10, "63 Dr - Rego Park"
G10, "63 Dr - Rego Park"
G11, "Woodhaven Blvd"
G11, "Woodhaven Blvd"
G11, "Woodhaven Blvd"
G12, "Grand Av - Newtown"
G12, "Grand Av - Newtown"
G12, "Grand Av - Newtown"
G13, "Elmhurst Av"
G13, "Elmhurst Av"
G13, "Elmhurst Av"
G14, "Jackson Hts - Roosevelt Av"
G14, "Jackson Hts - Roosevelt Av"
G14, "Jackson Hts - Roosevelt Av"
G15, "65 St"
G15, "65 St"
G15, "65 St"
G16, "Northern Blvd"
G16, "Northern Blvd"
G16, "Northern Blvd"
G18, "46 St"
G18, "46 St"
G18, "46 St"
G19, "Steinway St"
G19, "Steinway St"
G19, "Steinway St"
G20, "36 St"
G20, "36 St"
G20, "36 St"
G21, "Queens Plaza"
G21, "Queens Plaza"
G21, "Queens Plaza"
G22, "Court Sq"
G22, "Court Sq"
G22, "Court Sq"
G24, "21 St"
G24, "21 St"
G24, "21 St"
G26, "Greenpoint Av"
G26, "Greenpoint Av"
G26, "Greenpoint Av"
G28, "Nassau Av"
G28, "Nassau Av"
G28, "Nassau Av"
G29, "Metropolitan Av"
G29, "Metropolitan Av"
G29, "Metropolitan Av"
G30, "Broadway"
G30, "Broadway"
G30, "Broadway"
G31, "Flushing Av"
G31, "Flushing Av"
G31, "Flushing Av"
G32, "Myrtle - Willoughby Avs"
G32, "Myrtle - Willoughby Avs"
G32, "Myrtle - Willoughby Avs"
G33, "Bedford - Nostrand Avs"
G33, "Bedford - Nostrand Avs"
G33, "Bedford - Nostrand Avs"
G34, "Classon Av"
G34, "Classon Av"
G34, "Classon Av"
G35, "Clinton - Washington Avs"
G35, "Clinton - Washington Avs"
G35, "Clinton - Washington Avs"
G36, "Fulton St"
G36, "Fulton St"
G36, "Fulton St"
H01, "Aqueduct Racetrack"
H01, "Aqueduct Racetrack"
H01, "Aqueduct Racetrack"
H02, "Aqueduct - N Conduit Av"
H02, "Aqueduct - N Conduit Av"
H02, "Aqueduct - N Conduit Av"
H03, "Howard Beach - JFK Airport"
H03, "Howard Beach - JFK Airport"
H03, "Howard Beach - JFK Airport"
H04, "Broad Channel"
H04, "Broad Channel"
H04, "Broad Channel"
H06, "Beach 67 St"
H06, "Beach 67 St"
H06, "Beach 67 St"
H07, "Beach 60 St"
H07, "Beach 60 St"
H07, "Beach 60 St"
H08, "Beach 44 St"
H08, "Beach 44 St"
H08, "Beach 44 St"
H09, "Beach 36 St"
H09, "Beach 36 St"
H09, "Beach 36 St"
H10, "Beach 25 St"
H10, "Beach 25 St"
H10, "Beach 25 St"
H11, "Far Rockaway - Mott Av"
H11, "Far Rockaway - Mott Av"
H11, "Far Rockaway - Mott Av"
H12, "Beach 90 St"
H12, "Beach 90 St"
H12, "Beach 90 St"
H13, "Beach 98 St"
H13, "Beach 98 St"
H13, "Beach 98 St"
H14, "Beach 105 St"
H14, "Beach 105 St"
H14, "Beach 105 St"
H15, "Rockaway Park - Beach 116 St"
H15, "Rockaway Park - Beach 116 St"
H15, "Rockaway Park - Beach 116 St"
J12, "121 St"
J12, "121 St"
J12, "121 St"
J13, "111 St"
J13, "111 St"
J13, "111 St"
J14, "104 St"
J14, "104 St"
J14, "104 St"
J15, "Woodhaven Blvd"
J15, "Woodhaven Blvd"
J15, "Woodhaven Blvd"
J16, "85 St - Forest Pkwy"
J16, "85 St - Forest Pkwy"
J16, "85 St - Forest Pkwy"
J17, "75 St"
J17, "75 St"
J17, "75 St"
J19, "Cypress Hills"
J19, "Cypress Hills"
J19, "Cypress Hills"
J20, "Crescent St"
J20, "Crescent St"
J20, "Crescent St"
J21, "Norwood Av"
J21, "Norwood Av"
J21, "Norwood Av"
J22, "Cleveland St"
J22, "Cleveland St"
J22, "Cleveland St"
J23, "Van Siclen Av"
J23, "Van Siclen Av"
J23, "Van Siclen Av"
J24, "Alabama Av"
J24, "Alabama Av"
J24, "Alabama Av"
J27, "Broadway Jct"
J27, "Broadway Jct"
J27, "Broadway Jct"
J28, "Chauncey St"
J28, "Chauncey St"
J28, "Chauncey St"
J29, "Halsey St"
J29, "Halsey St"
J29, "Halsey St"
J30, "Gates Av"
J30, "Gates Av"
J30, "Gates Av"
J31, "Kosciuszko St"
J31, "Kosciuszko St"
J31, "Kosciuszko St"
